district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
1,176260,6529,169752,160521,1436,665,3096,71,153,1686,1247,800,36,1948,3895,3139,139151,3438,135712,130090,1031,499,2167,4,139,519,877,321,41,1417,2481,1573
2,179579,6940,172562,156080,2652,5014,2675,44,471,1555,3269,678,210,8488,3350,4380,139854,3935,135882,124508,2072,3881,1816,62,273,517,2081,451,164,6133,2273,2788
3,148908,66424,82296,57386,13314,484,5798,40,540,2811,833,1041,61,1396,6811,16188,103966,36803,67046,51216,9094,437,3541,41,231,1331,558,580,58,1066,4101,10486
4,176905,9973,166901,43962,106905,600,9468,18,905,3293,504,727,432,1539,10203,110601,125168,5811,119323,38338,71118,427,5847,8,603,1747,465,446,248,1141,6302,73115
5,171551,10588,161004,141194,6009,428,7468,5,260,2149,1138,2386,33,1605,9847,8182,134699,6510,128235,115168,4431,316,5286,4,137,898,901,1129,13,1240,6413,5317
6,167167,11785,155381,47924,92936,505,6899,11,1062,4250,679,666,514,1691,7554,97700,123676,7259,116420,42070,65173,412,4770,4,522,2190,498,393,419,1325,5148,67766
7,167876,18432,149686,130294,8328,695,3939,47,652,2230,1505,1862,67,2268,5828,10627,141079,11824,129415,114080,7081,635,3300,43,457,1165,1240,1315,36,1909,4644,8285
8,176042,6370,169634,150643,7631,174,6545,16,318,1721,612,2008,110,888,8511,9485,135833,3973,131852,118618,6079,167,4728,20,209,918,478,675,30,679,5384,7027
9,174704,10250,164436,149713,2495,184,7464,156,462,1647,1069,1272,8,1272,8735,4160,137236,5597,131632,122783,1746,142,4808,157,143,569,749,533,4,910,5341,2343
10,179954,4192,175762,168286,1193,286,2356,37,606,801,1222,949,36,1539,3305,2035,140593,2402,138172,133539,976,206,1395,22,163,285,955,604,31,1191,2000,1300
11,171792,16327,155531,148317,2054,174,1357,34,158,1119,957,1239,24,1172,2593,3212,137494,9020,128515,123321,1671,156,1064,9,156,553,684,758,31,885,1815,2287
12,178099,3508,174583,160814,625,8052,447,28,194,1005,2603,705,70,10717,1149,1693,145957,1849,144096,134969,420,5626,355,20,140,458,1625,410,59,7304,763,934
13,176838,8992,167883,161271,1732,212,930,33,173,1604,866,996,19,1097,1975,3350,138681,4885,133825,129984,1048,162,688,31,72,704,618,480,30,807,1148,1785
14,175858,7313,168617,161424,2388,662,905,35,280,1125,1163,567,76,1926,1472,3547,140678,4169,136495,131441,2024,507,631,39,144,569,777,282,76,1360,924,2671
15,175727,11163,164502,150167,7589,111,1355,14,233,3084,889,1006,101,1084,2372,10725,135494,5999,129456,120966,4908,99,925,8,128,1077,708,619,93,887,1545,6030
16,173771,12798,160923,130513,14612,148,8467,89,476,3595,923,1798,541,1515,10249,18737,135386,7054,128291,109224,9309,134,6084,68,288,1517,658,907,242,945,7012,11025
17,176619,5596,171028,165402,1905,315,848,27,146,917,1050,408,30,1393,1259,2853,137648,2833,134824,130836,1661,265,651,38,58,340,716,242,32,1011,894,2034
18,174496,8397,166110,150951,5889,484,4343,100,694,1573,1118,791,234,1828,5135,7701,139951,5099,134860,124050,4712,451,3028,51,483,785,839,427,96,1384,3456,5592
19,175849,9938,165953,151726,2922,487,6063,54,230,1601,1537,1295,82,2106,7350,4617,135559,5425,130173,121794,1670,442,3858,27,56,613,1065,670,41,1547,4523,2325
20,179062,6449,172617,165689,1945,258,995,46,544,1199,941,874,51,1259,1880,3185,142460,3918,138542,134008,1480,230,812,52,373,463,699,392,46,964,1202,1968
21,175530,14957,160601,147840,6101,210,1891,168,382,1903,1002,1156,114,1296,3045,8099,139854,9360,130509,121631,4639,123,1556,145,242,747,841,613,105,1040,2167,5490
22,168835,32287,136518,101588,24364,292,2176,29,982,5006,961,733,179,1462,2911,29577,125431,18858,106547,83800,16869,228,1574,7,479,2142,715,471,126,1099,2047,19134
23,176972,4869,172134,163056,1792,1169,2074,17,359,1319,1187,1080,48,2415,3139,3155,135521,2446,133061,126954,1546,947,1405,9,182,609,761,630,36,1758,2034,2176
24,177395,6813,170625,161577,1733,589,2918,4,429,1428,1239,667,15,1807,3587,3216,141430,3601,137838,131982,1429,438,1886,17,313,559,886,306,12,1330,2199,2001
25,178361,3812,174559,162576,1274,4085,750,32,219,1479,3311,723,122,7505,1474,2875,144605,2291,142334,134092,893,3211,563,35,116,733,2217,420,53,5477,983,1678
26,166647,11939,154772,128116,8618,364,10077,11,802,2558,732,3183,214,1410,13266,11380,142682,7672,135054,113868,6830,320,8620,17,673,1625,634,2261,187,1234,10873,8646
27,177202,8314,168864,155870,2810,185,5032,54,384,1702,1018,1678,49,1250,6656,4624,136622,4894,131725,123375,2054,157,3259,37,261,1015,691,706,66,914,3959,3190
28,174067,15789,158241,145082,3986,378,4665,94,330,1931,650,1096,29,1032,5754,5935,136557,10160,126371,117434,3068,314,3584,67,162,885,324,470,39,653,4041,4003
29,176366,4315,172023,156220,1018,2546,7021,68,499,1316,1813,1479,45,4417,8500,2382,138218,2239,135966,126071,722,1736,4514,71,288,574,1388,554,44,3170,5068,1342
30,173488,18366,155089,137828,3463,1569,4914,53,566,2477,2549,1415,177,4291,6346,6165,131869,9261,122617,111823,2401,1232,3333,42,334,932,1794,582,143,3170,3922,3461
31,176315,6194,170087,161254,1383,367,3435,168,323,1042,1078,1020,4,1454,4468,2431,138919,2402,136545,130885,949,262,2400,109,161,423,775,558,4,1029,2953,1381
32,177177,4584,172570,160403,2365,325,5326,65,348,1549,802,1371,40,1188,6696,3944,139344,2794,136539,128561,1793,239,3833,40,204,539,659,623,46,951,4454,2374
33,177103,11064,166004,155667,2460,195,3159,1,261,1842,849,1492,24,1065,4702,4339,141312,7140,134134,127454,1646,173,2313,5,142,965,659,710,31,861,3063,2664
ZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
